version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Meter
original,58,0,1000,50,10,5,328.50539599999996
original,60,0,1000,50,10,5,357.1994800000004
original,62,0,1000,50,10,5,348.6341880000002
original,64,0,1000,50,10,5,264.64166800000004
original,1,0,1000,50,10,5,336.94734400000004
original,2,0,1000,50,10,5,292.69768399999975
original,4,0,1000,50,10,5,179.44180000000017
original,6,0,1000,50,10,5,297.0147239999998
original,8,0,1000,50,10,5,214.68497599999998
original,10,0,1000,50,10,5,383.32468800000015
original,12,0,1000,50,10,5,280.0264600000001
original,14,0,1000,50,10,5,313.16092800000024
original,16,0,1000,50,10,5,303.19141199999996
original,18,0,1000,50,10,5,206.65812799999986
original,20,0,1000,50,10,5,353.1362439999999
original,22,0,1000,50,10,5,323.61195999999984
original,24,0,1000,50,10,5,342.86548400000015
original,26,0,1000,50,10,5,342.71367599999996
original,28,0,1000,50,10,5,301.90341599999977
original,30,0,1000,50,10,5,342.5784719999999
original,32,0,1000,50,10,5,236.05195199999997
original,34,0,1000,50,10,5,425.9637600000004
original,36,0,1000,50,10,5,303.3693120000002
original,38,0,1000,50,10,5,356.69661599999984
original,40,0,1000,50,10,5,227.07156000000006
original,42,0,1000,50,10,5,435.49208400000015
original,44,0,1000,50,10,5,388.0070159999999
original,46,0,1000,50,10,5,152.60024800000008
original,48,0,1000,50,10,5,369.3749559999999
original,50,0,1000,50,10,5,346.2835359999999
original,52,0,1000,50,10,5,359.7778439999999
original,54,0,1000,50,10,5,349.1109600000003
original,56,0,1000,50,10,5,354.69227599999994
original,58,0,1000,50,10,5,339.14618800000005
original,60,0,1000,50,10,5,348.00797999999963
original,62,0,1000,50,10,5,287.365428
original,64,0,1000,50,10,5,395.0565999999998
original,1,0,1000,50,10,5,219.36256000000014
original,2,0,1000,50,10,5,263.20660799999996
original,4,0,1000,50,10,5,366.5119520000002
original,6,0,1000,50,10,5,208.97794400000015
original,8,0,1000,50,10,5,351.38808
original,10,0,1000,50,10,5,281.689232
original,12,0,1000,50,10,5,186.19962800000022
original,14,0,1000,50,10,5,322.4259600000001
original,16,0,1000,50,10,5,335.64511599999963
original,18,0,1000,50,10,5,344.67057600000015
original,20,0,1000,50,10,5,211.46379999999988
original,22,0,1000,50,10,5,389.041208
original,24,0,1000,50,10,5,226.80115200000012
original,26,0,1000,50,10,5,428.07958399999967
original,28,0,1000,50,10,5,217.81127200000017
original,30,0,1000,50,10,5,431.303132
original,32,0,1000,50,10,5,321.360932
original,34,0,1000,50,10,5,214.46437999999978
original,36,0,1000,50,10,5,344.56146399999983
original,38,0,1000,50,10,5,353.0389920000001
original,40,0,1000,50,10,5,342.2321599999999
original,42,0,1000,50,10,5,351.1603680000002
original,44,0,1000,50,10,5,339.1675359999997
original,46,0,1000,50,10,5,354.76818000000014
original,48,0,1000,50,10,5,343.4988079999998
original,50,0,1000,50,10,5,346.523108
original,52,0,1000,50,10,5,358.2004640000001
original,54,0,1000,50,10,5,340.88011999999947
original,56,0,1000,50,10,5,234.42713199999992
original,58,0,1000,50,10,5,434.2823639999996
original,60,0,1000,50,10,5,339.88387999999975
original,62,0,1000,50,10,5,225.15735600000002
original,64,0,1000,50,10,5,341.61069599999996
original,1,0,1000,50,10,5,253.31536800000003
original,2,0,1000,50,10,5,274.3289159999997
original,4,0,1000,50,10,5,142.799144
original,6,0,1000,50,10,5,315.89584400000035
original,8,0,1000,50,10,5,287.58839600000016
original,10,0,1000,50,10,5,338.49388799999974
original,12,0,1000,50,10,5,298.39522800000043
original,14,0,1000,50,10,5,290.909196
original,16,0,1000,50,10,5,298.67986800000006
original,18,0,1000,50,10,5,311.5479679999997
original,20,0,1000,50,10,5,189.00807600000002
original,22,0,1000,50,10,5,333.83290799999975
original,24,0,1000,50,10,5,349.2675119999999
original,26,0,1000,50,10,5,320.86518399999994
original,28,0,1000,50,10,5,337.26044799999977
original,30,0,1000,50,10,5,350.37286399999977
original,32,0,1000,50,10,5,329.13634799999966
original,34,0,1000,50,10,5,338.42035599999986
original,36,0,1000,50,10,5,327.1699599999996
original,38,0,1000,50,10,5,411.6155320000005
original,40,0,1000,50,10,5,238.79161199999984
original,42,0,1000,50,10,5,338.576908
original,44,0,1000,50,10,5,338.87340800000004
original,46,0,1000,50,10,5,341.41381999999993
original,48,0,1000,50,10,5,330.41011200000025
original,50,0,1000,50,10,5,357.9988440000002
original,52,0,1000,50,10,5,322.16741200000035
original,54,0,1000,50,10,5,339.7605360000001
original,56,0,1000,50,10,5,225.432508
original,58,0,1000,50,10,5,341.7909679999998
original,60,0,1000,50,10,5,359.5145520000002
original,62,0,1000,50,10,5,356.1605439999996
original,64,0,1000,50,10,5,339.0489359999997
original,1,0,1000,50,10,5,257.29083999999995
original,2,0,1000,50,10,5,288.99499200000014
original,4,0,1000,50,10,5,297.4582879999997
original,6,0,1000,50,10,5,309.01467200000036
original,8,0,1000,50,10,5,306.61895199999964
original,10,0,1000,50,10,5,283.8951919999998
original,12,0,1000,50,10,5,302.15247599999975
original,14,0,1000,50,10,5,295.14558799999986
original,16,0,1000,50,10,5,188.03792800000002
original,18,0,1000,50,10,5,357.79485200000005
original,20,0,1000,50,10,5,322.4591680000004
original,22,0,1000,50,10,5,340.7970999999998
original,24,0,1000,50,10,5,344.41439999999966
original,26,0,1000,50,10,5,314.327952
original,28,0,1000,50,10,5,322.9240799999999
original,30,0,1000,50,10,5,323.60484399999973
original,32,0,1000,50,10,5,334.09382800000014
original,34,0,1000,50,10,5,378.12526400000013
original,36,0,1000,50,10,5,287.56230400000027
original,38,0,1000,50,10,5,333.81156
original,40,0,1000,50,10,5,333.448644
original,42,0,1000,50,10,5,221.37876000000003
original,44,0,1000,50,10,5,341.71743599999985
original,46,0,1000,50,10,5,352.640496
original,48,0,1000,50,10,5,357.87075600000003
original,50,0,1000,50,10,5,347.8371959999999
original,52,0,1000,50,10,5,354.0470919999999
original,54,0,1000,50,10,5,349.28885999999994
original,56,0,1000,50,10,5,354.6804159999997
original,58,0,1000,50,10,5,342.5215439999996
original,60,0,1000,50,10,5,374.0691439999998
original,62,0,1000,50,10,5,350.23766000000023
original,64,0,1000,50,10,5,346.4092519999997
original,1,0,1000,50,10,5,248.9485159999998
original,2,0,1000,50,10,5,299.1518959999998
original,4,0,1000,50,10,5,290.79059600000016
original,6,0,1000,50,10,5,280.79498800000033
original,8,0,1000,50,10,5,285.90664799999996
original,10,0,1000,50,10,5,294.91313200000013
original,12,0,1000,50,10,5,178.4360720000001
original,14,0,1000,50,10,5,343.676708
original,16,0,1000,50,10,5,321.43920799999995
original,18,0,1000,50,10,5,357.3133359999997
original,20,0,1000,50,10,5,325.3340319999999
original,22,0,1000,50,10,5,315.12968800000004
original,24,0,1000,50,10,5,316.68809199999964
original,26,0,1000,50,10,5,315.6705039999998
original,28,0,1000,50,10,5,325.83452399999976
original,30,0,1000,50,10,5,325.80606000000023
original,32,0,1000,50,10,5,334.66547999999966
original,34,0,1000,50,10,5,222.14491599999994
original,36,0,1000,50,10,5,334.822032
original,38,0,1000,50,10,5,343.31616399999996
original,40,0,1000,50,10,5,365.06265999999977
original,42,0,1000,50,10,5,360.91403199999957
original,44,0,1000,50,10,5,335.2015519999998
original,46,0,1000,50,10,5,370.52774800000003
original,48,0,1000,50,10,5,335.1920640000003
original,50,0,1000,50,10,5,366.9294240000001
original,52,0,1000,50,10,5,344.14162000000005
original,54,0,1000,50,10,5,335.5858160000001
original,56,0,1000,50,10,5,354.5784199999999
original,58,0,1000,50,10,5,343.87121200000024
original,60,0,1000,50,10,5,337.39565199999976
original,62,0,1000,50,10,5,363.3405879999997
original,64,0,1000,50,10,5,356.5068560000001
original,1,0,1000,50,10,5,258.93226400000003
original,2,0,1000,50,10,5,273.9517679999997
original,4,0,1000,50,10,5,272.0019839999998
original,6,0,1000,50,10,5,283.35200399999985
original,8,0,1000,50,10,5,191.00767199999993
original,10,0,1000,50,10,5,329.88352799999967
original,12,0,1000,50,10,5,342.59507599999995
original,14,0,1000,50,10,5,330.47890000000007
original,16,0,1000,50,10,5,305.4329519999998
original,18,0,1000,50,10,5,307.9377839999997
original,20,0,1000,50,10,5,318.17533600000036
original,22,0,1000,50,10,5,316.2967119999999
original,24,0,1000,50,10,5,316.1069519999999
original,26,0,1000,50,10,5,210.35370400000002
original,28,0,1000,50,10,5,344.98367999999994
original,30,0,1000,50,10,5,361.68493199999983
original,32,0,1000,50,10,5,342.7706039999999
original,34,0,1000,50,10,5,344.36933200000016
