version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Delta
original,12,0,1000,50,10,5,142.450432
original,14,0,1000,50,10,5,88.73945599999988
original,16,0,1000,50,10,5,41.98712000000003
original,18,0,1000,50,10,5,24.525775999999922
original,20,0,1000,50,10,5,69.69279200000011
original,22,0,1000,50,10,5,112.91925200000011
original,24,0,1000,50,10,5,25.435927999999706
original,26,0,1000,50,10,5,15.47145200000017
original,28,0,1000,50,10,5,14.332623999999953
original,30,0,1000,50,10,5,26.27608799999993
original,32,0,1000,50,10,5,28.60413200000019
original,34,0,1000,50,10,5,43.12781600000014
original,36,0,1000,50,10,5,40.67443599999993
original,38,0,1000,50,10,5,113.04479600000003
original,40,0,1000,50,10,5,113.30717200000012
original,42,0,1000,50,10,5,33.63171199999999
original,44,0,1000,50,10,5,31.248808000000025
original,46,0,1000,50,10,5,69.89181200000007
original,48,0,1000,50,10,5,20.52523599999998
original,50,0,1000,50,10,5,2.7212000000000387
original,52,0,1000,50,10,5,48.05445600000007
original,54,0,1000,50,10,5,114.21177599999984
original,56,0,1000,50,10,5,134.10889599999996
original,58,0,1000,50,10,5,127.85391600000005
original,60,0,1000,50,10,5,117.15473199999994
original,62,0,1000,50,10,5,32.97316800000033
original,64,0,1000,50,10,5,35.179055999999974
original,1,0,1000,50,10,5,78.63671999999997
original,2,0,1000,50,10,5,44.806591999999796
original,4,0,1000,50,10,5,13.886776000000083
original,6,0,1000,50,10,5,168.05248799999998
original,8,0,1000,50,10,5,145.15073999999998
original,10,0,1000,50,10,5,81.36958000000006
original,12,0,1000,50,10,5,33.42322400000012
original,14,0,1000,50,10,5,44.01127600000001
original,16,0,1000,50,10,5,118.60726000000005
original,18,0,1000,50,10,5,22.663676000000265
original,20,0,1000,50,10,5,8.289099999999934
original,22,0,1000,50,10,5,17.74329199999997
original,24,0,1000,50,10,5,53.513192000000004
original,26,0,1000,50,10,5,51.98955599999988
original,28,0,1000,50,10,5,130.284044
original,30,0,1000,50,10,5,110.58123599999988
original,32,0,1000,50,10,5,68.48863599999981
original,34,0,1000,50,10,5,41.13592000000011
original,36,0,1000,50,10,5,72.49679999999995
original,38,0,1000,50,10,5,100.83657999999991
original,40,0,1000,50,10,5,6.277667999999949
original,42,0,1000,50,10,5,121.07449999999997
original,44,0,1000,50,10,5,79.21010800000002
original,46,0,1000,50,10,5,107.82834399999984
original,48,0,1000,50,10,5,36.36707199999992
original,50,0,1000,50,10,5,11.65543199999999
original,52,0,1000,50,10,5,19.22321999999994
original,54,0,1000,50,10,5,1.9547159999999337
original,56,0,1000,50,10,5,23.204240000000027
original,58,0,1000,50,10,5,59.98993600000014
original,60,0,1000,50,10,5,9.288444000000226
original,62,0,1000,50,10,5,46.71665999999993
original,64,0,1000,50,10,5,42.278932000000054
original,1,0,1000,50,10,5,2.8161120000001745
original,2,0,1000,50,10,5,43.52845200000017
original,4,0,1000,50,10,5,52.41681199999999
original,6,0,1000,50,10,5,68.08540800000009
original,8,0,1000,50,10,5,31.084759999999875
original,10,0,1000,50,10,5,12.246711999999917
original,12,0,1000,50,10,5,32.48063200000013
original,14,0,1000,50,10,5,50.653647999999976
original,16,0,1000,50,10,5,6.657584000000014
original,18,0,1000,50,10,5,49.362027999999896
original,20,0,1000,50,10,5,46.95676000000006
original,22,0,1000,50,10,5,103.97675999999997
original,24,0,1000,50,10,5,68.66991200000001
original,26,0,1000,50,10,5,35.74901200000008
original,28,0,1000,50,10,5,9.381599999999878
original,30,0,1000,50,10,5,47.05809200000013
original,32,0,1000,50,10,5,124.73820399999988
original,34,0,1000,50,10,5,120.13690799999961
original,36,0,1000,50,10,5,18.75464400000024
original,38,0,1000,50,10,5,12.300980000000152
original,40,0,1000,50,10,5,14.655652000000146
original,42,0,1000,50,10,5,13.303543999999846
original,44,0,1000,50,10,5,33.664584000000104
original,46,0,1000,50,10,5,38.9980480000001
original,48,0,1000,50,10,5,35.01580799999999
original,50,0,1000,50,10,5,19.816083999999933
original,52,0,1000,50,10,5,26.872672000000023
original,54,0,1000,50,10,5,62.12732799999992
original,56,0,1000,50,10,5,177.053032
original,58,0,1000,50,10,5,110.68199199999998
original,60,0,1000,50,10,5,25.965267999999867
original,62,0,1000,50,10,5,69.46283200000002
original,64,0,1000,50,10,5,66.66068800000002
original,1,0,1000,50,10,5,39.229535999999996
original,2,0,1000,50,10,5,66.21628000000014
original,4,0,1000,50,10,5,36.53495200000012
original,6,0,1000,50,10,5,77.22443999999993
original,8,0,1000,50,10,5,38.41351599999993
original,10,0,1000,50,10,5,0.3877560000001665
original,12,0,1000,50,10,5,24.85772800000001
original,14,0,1000,50,10,5,45.85008399999998
original,16,0,1000,50,10,5,78.438268
original,18,0,1000,50,10,5,45.67783600000001
original,20,0,1000,50,10,5,22.748984000000007
original,22,0,1000,50,10,5,44.48316000000003
original,24,0,1000,50,10,5,83.9634559999997
original,26,0,1000,50,10,5,56.67449600000012
original,28,0,1000,50,10,5,34.009100000000245
original,30,0,1000,50,10,5,9.236284000000069
original,32,0,1000,50,10,5,17.623131999999885
original,34,0,1000,50,10,5,27.725919999999974
original,36,0,1000,50,10,5,80.74043599999999
original,38,0,1000,50,10,5,36.945132
original,40,0,1000,50,10,5,29.647771999999947
original,42,0,1000,50,10,5,57.702944
original,44,0,1000,50,10,5,110.93073999999999
original,46,0,1000,50,10,5,88.94857999999994
original,48,0,1000,50,10,5,70.52538000000004
original,50,0,1000,50,10,5,47.69953199999998
original,52,0,1000,50,10,5,51.07135200000005
original,54,0,1000,50,10,5,14.70095599999999
original,56,0,1000,50,10,5,3.4240560000000926
original,58,0,1000,50,10,5,9.785492000000033
original,60,0,1000,50,10,5,6.74291999999997
original,62,0,1000,50,10,5,38.51401600000003
original,64,0,1000,50,10,5,92.51868000000016
original,1,0,1000,50,10,5,103.32937600000011
original,2,0,1000,50,10,5,3.8163719999999444
original,4,0,1000,50,10,5,165.08999999999997
original,6,0,1000,50,10,5,12.848515999999847
original,8,0,1000,50,10,5,0.36768400000005386
original,10,0,1000,50,10,5,44.28777999999994
original,12,0,1000,50,10,5,122.531568
original,14,0,1000,50,10,5,63.96475600000005
original,16,0,1000,50,10,5,23.349143999999967
original,18,0,1000,50,10,5,6.614827999999989
original,20,0,1000,50,10,5,39.76715199999995
original,22,0,1000,50,10,5,52.53224399999999
original,24,0,1000,50,10,5,27.03943999999987
original,26,0,1000,50,10,5,15.93576799999974
original,28,0,1000,50,10,5,186.75683600000002
original,30,0,1000,50,10,5,46.96826799999991
original,32,0,1000,50,10,5,54.31995599999996
original,34,0,1000,50,10,5,42.34140399999987
original,36,0,1000,50,10,5,15.830348000000214
original,38,0,1000,50,10,5,87.11955200000003
original,40,0,1000,50,10,5,56.33805999999993
original,42,0,1000,50,10,5,59.21949600000008
original,44,0,1000,50,10,5,24.13144399999993
original,46,0,1000,50,10,5,2.6328160000000196
original,48,0,1000,50,10,5,85.26758000000015
original,50,0,1000,50,10,5,43.08886399999983
original,52,0,1000,50,10,5,78.711176
original,54,0,1000,50,10,5,66.3872959999998
original,56,0,1000,50,10,5,101.88766400000011
original,58,0,1000,50,10,5,52.25248800000003
original,60,0,1000,50,10,5,103.95079999999987
original,62,0,1000,50,10,5,29.231472000000053
original,64,0,1000,50,10,5,23.30221999999992
original,1,0,1000,50,10,5,99.1775840000002
original,2,0,1000,50,10,5,23.73826800000029
original,4,0,1000,50,10,5,3.9618759999998474
original,6,0,1000,50,10,5,162.013168
original,8,0,1000,50,10,5,137.12482
original,10,0,1000,50,10,5,0.4742279999999539
original,12,0,1000,50,10,5,12.42018799999991
original,14,0,1000,50,10,5,193.29
original,16,0,1000,50,10,5,114.21350800000027
original,18,0,1000,50,10,5,1.2910879999999167
original,20,0,1000,50,10,5,14.816919999999925
original,22,0,1000,50,10,5,37.23581200000007
original,24,0,1000,50,10,5,44.06645200000014
original,26,0,1000,50,10,5,179.83835200000001
original,28,0,1000,50,10,5,174.017428
original,30,0,1000,50,10,5,83.42936400000002
original,32,0,1000,50,10,5,50.02283199999988
original,34,0,1000,50,10,5,29.432275999999916
original,36,0,1000,50,10,5,17.117488000000122
original,38,0,1000,50,10,5,17.694228000000038
original,40,0,1000,50,10,5,26.402203999999983
original,42,0,1000,50,10,5,33.17350800000003
original,44,0,1000,50,10,5,68.32112799999976
original,46,0,1000,50,10,5,53.624123999999824
original,48,0,1000,50,10,5,35.013223999999866
original,50,0,1000,50,10,5,11.803563999999966
original,52,0,1000,50,10,5,60.9331080000002
original,54,0,1000,50,10,5,57.512907999999925
original,56,0,1000,50,10,5,9.998092000000128
original,58,0,1000,50,10,5,12.337055999999961
original,60,0,1000,50,10,5,1.8929760000000329
original,62,0,1000,50,10,5,22.97952799999996
original,64,0,1000,50,10,5,30.562516000000016
original,1,0,1000,50,10,5,32.6814360000003
original,2,0,1000,50,10,5,104.8026479999996
original,4,0,1000,50,10,5,144.806084
original,6,0,1000,50,10,5,121.77079599999996
original,8,0,1000,50,10,5,52.88932399999996
original,10,0,1000,50,10,5,1.0106719999999996
original,12,0,1000,50,10,5,22.221355999999986
original,14,0,1000,50,10,5,39.712096
original,16,0,1000,50,10,5,50.779687999999936
original,18,0,1000,50,10,5,17.680367999999987
original,20,0,1000,50,10,5,49.8177239999998
original,22,0,1000,50,10,5,126.163716
original,24,0,1000,50,10,5,21.796087999999912
original,26,0,1000,50,10,5,45.29756000000003
original,28,0,1000,50,10,5,36.840628000000095
original,30,0,1000,50,10,5,12.724031999999966
original,32,0,1000,50,10,5,81.56752000000012
original,34,0,1000,50,10,5,72.56182799999996
original,36,0,1000,50,10,5,125.56348399999968
original,38,0,1000,50,10,5,99.51299599999984
original,40,0,1000,50,10,5,26.342363999999918
original,42,0,1000,50,10,5,14.929616000000038
original,44,0,1000,50,10,5,23.473019999999906
original,46,0,1000,50,10,5,47.312555999999944
original,48,0,1000,50,10,5,48.77318800000023
original,50,0,1000,50,10,5,21.83952000000008
original,52,0,1000,50,10,5,66.27477199999973
original,54,0,1000,50,10,5,33.499472
original,56,0,1000,50,10,5,37.48587999999992
original,58,0,1000,50,10,5,44.185331999999875
original,60,0,1000,50,10,5,33.413612
original,62,0,1000,50,10,5,112.3302639999999
original,64,0,1000,50,10,5,109.65941199999986
original,1,0,1000,50,10,5,0.8381720000000712
original,2,0,1000,50,10,5,75.56403599999989
original,4,0,1000,50,10,5,52.924387999999894
original,6,0,1000,50,10,5,8.400903999999969
original,8,0,1000,50,10,5,7.505580000000009
original,10,0,1000,50,10,5,5.981760000000236
original,12,0,1000,50,10,5,155.39020000000002
original,14,0,1000,50,10,5,14.65589199999988
original,16,0,1000,50,10,5,94.898964
original,18,0,1000,50,10,5,68.62403600000013
original,20,0,1000,50,10,5,30.243652000000083
original,22,0,1000,50,10,5,10.045323999999795
original,24,0,1000,50,10,5,0.14277600000022517
original,26,0,1000,50,10,5,104.3268680000001
original,28,0,1000,50,10,5,22.366000000000355
original,30,0,1000,50,10,5,48.259996
original,32,0,1000,50,10,5,15.859512000000109
original,34,0,1000,50,10,5,17.535364000000186
original,36,0,1000,50,10,5,0.8666199999999549
original,38,0,1000,50,10,5,51.047376000000014
original,40,0,1000,50,10,5,26.680291999999895
original,42,0,1000,50,10,5,34.128044000000045
original,44,0,1000,50,10,5,44.30408400000002
original,46,0,1000,50,10,5,15.732471999999945
original,48,0,1000,50,10,5,144.05146399999995
original,50,0,1000,50,10,5,15.189731999999935
original,52,0,1000,50,10,5,41.57656800000001
original,54,0,1000,50,10,5,33.05032399999996
original,56,0,1000,50,10,5,34.650788000000006
original,58,0,1000,50,10,5,85.55600000000015
original,60,0,1000,50,10,5,14.562131999999991
original,62,0,1000,50,10,5,12.048875999999979
original,64,0,1000,50,10,5,14.063659999999857
original,1,0,1000,50,10,5,37.729427999999814
original,2,0,1000,50,10,5,81.06679999999992
original,4,0,1000,50,10,5,58.928100000000114
original,6,0,1000,50,10,5,101.3169360000001
original,8,0,1000,50,10,5,179.748496
original,10,0,1000,50,10,5,12.885547999999886
original,12,0,1000,50,10,5,107.64526000000001
original,14,0,1000,50,10,5,58.36065999999994
original,16,0,1000,50,10,5,25.077043999999887
original,18,0,1000,50,10,5,61.60168800000011
original,20,0,1000,50,10,5,129.154196
original,22,0,1000,50,10,5,47.94245200000012
original,24,0,1000,50,10,5,26.66294399999998
original,26,0,1000,50,10,5,19.878847999999977
original,28,0,1000,50,10,5,21.236707999999794
original,30,0,1000,50,10,5,57.177020000000084
original,32,0,1000,50,10,5,35.76867599999997
original,34,0,1000,50,10,5,47.57939200000001
original,36,0,1000,50,10,5,21.617792000000208
original,38,0,1000,50,10,5,85.3514880000001
original,40,0,1000,50,10,5,132.74007200000005
original,42,0,1000,50,10,5,39.802187999999944
original,44,0,1000,50,10,5,40.69855200000001
original,46,0,1000,50,10,5,5.664912000000044
original,48,0,1000,50,10,5,31.480463999999813
original,50,0,1000,50,10,5,40.73951600000004
original,52,0,1000,50,10,5,8.88786399999998
original,54,0,1000,50,10,5,71.31819200000027
original,56,0,1000,50,10,5,94.48362800000004
original,58,0,1000,50,10,5,95.78178400000007
original,60,0,1000,50,10,5,85.93572400000008
original,62,0,1000,50,10,5,32.389016
original,64,0,1000,50,10,5,30.872160000000065
original,1,0,1000,50,10,5,78.36023999999995
original,2,0,1000,50,10,5,14.104863999999964
original,4,0,1000,50,10,5,40.15810799999991
original,6,0,1000,50,10,5,11.754948000000127
original,8,0,1000,50,10,5,92.45009999999999
original,10,0,1000,50,10,5,47.15129599999986
original,12,0,1000,50,10,5,83.82430800000017
original,14,0,1000,50,10,5,54.57707199999987
original,16,0,1000,50,10,5,54.834719999999805
original,18,0,1000,50,10,5,67.58121999999997
original,20,0,1000,50,10,5,69.38634800000017
original,22,0,1000,50,10,5,17.49678400000016
original,24,0,1000,50,10,5,111.60178799999986
original,26,0,1000,50,10,5,45.237024000000076
original,28,0,1000,50,10,5,105.90829599999992
original,30,0,1000,50,10,5,62.686188000000016
original,32,0,1000,50,10,5,31.719200000000058
original,34,0,1000,50,10,5,22.762132000000065
original,36,0,1000,50,10,5,22.90766400000001
original,38,0,1000,50,10,5,33.14058399999999
original,40,0,1000,50,10,5,114.50978799999993
original,42,0,1000,50,10,5,107.1793919999999
original,44,0,1000,50,10,5,97.28443200000015
original,46,0,1000,50,10,5,14.850247999999965
original,48,0,1000,50,10,5,73.72220000000004
original,50,0,1000,50,10,5,44.872503999999765
original,52,0,1000,50,10,5,25.15554400000005
original,54,0,1000,50,10,5,55.912307999999996
original,56,0,1000,50,10,5,36.88828399999986
original,58,0,1000,50,10,5,55.75687200000007
original,60,0,1000,50,10,5,40.336319999999915
original,62,0,1000,50,10,5,21.843155999999993
original,64,0,1000,50,10,5,16.632900000000063
original,1,0,1000,50,10,5,72.83678400000022
original,2,0,1000,50,10,5,101.50184399999999
original,4,0,1000,50,10,5,33.37576399999975
original,6,0,1000,50,10,5,26.81204000000011
original,8,0,1000,50,10,5,71.58142399999993
original,10,0,1000,50,10,5,7.014088000000044
original,12,0,1000,50,10,5,43.379660000000115
original,14,0,1000,50,10,5,39.224911999999875
original,16,0,1000,50,10,5,51.52316799999997
original,18,0,1000,50,10,5,4.565224000000228
original,20,0,1000,50,10,5,7.298427999999973
original,22,0,1000,50,10,5,27.33907199999996
original,24,0,1000,50,10,5,49.603819999999814
original,26,0,1000,50,10,5,76.55794399999994
original,28,0,1000,50,10,5,112.54251599999992
original,30,0,1000,50,10,5,13.836107999999967
original,32,0,1000,50,10,5,55.307424000000026
original,34,0,1000,50,10,5,49.61710399999987
original,36,0,1000,50,10,5,80.88314
original,38,0,1000,50,10,5,38.29098799999991
original,40,0,1000,50,10,5,42.75742399999987
original,42,0,1000,50,10,5,150.439448
original,44,0,1000,50,10,5,152.10979200000006
original,46,0,1000,50,10,5,0.7050440000000151
original,48,0,1000,50,10,5,92.56400400000004
original,50,0,1000,50,10,5,86.08815200000006
original,52,0,1000,50,10,5,42.04561600000005
original,54,0,1000,50,10,5,78.54576799999995
original,56,0,1000,50,10,5,21.93611199999998
original,58,0,1000,50,10,5,18.506387999999987
original,60,0,1000,50,10,5,7.149628000000234
original,62,0,1000,50,10,5,18.842720000000185
original,64,0,1000,50,10,5,38.551668000000035
original,1,0,1000,50,10,5,56.448591999999934
original,2,0,1000,50,10,5,3.6692199999999957
original,4,0,1000,50,10,5,20.97237599999977
original,6,0,1000,50,10,5,173.19000000000003
original,8,0,1000,50,10,5,28.196844000000084
original,10,0,1000,50,10,5,39.985288000000025
original,12,0,1000,50,10,5,10.83105599999999
original,14,0,1000,50,10,5,17.453272
original,16,0,1000,50,10,5,3.2870880000000398
original,18,0,1000,50,10,5,50.29839200000001
original,20,0,1000,50,10,5,63.347920000000045
original,22,0,1000,50,10,5,19.763751999999954
original,24,0,1000,50,10,5,12.8646040000001
original,26,0,1000,50,10,5,15.625992000000053
original,28,0,1000,50,10,5,14.531595999999894
original,30,0,1000,50,10,5,24.855380000000082
original,32,0,1000,50,10,5,122.3243
original,34,0,1000,50,10,5,4.0503040000000965
original,36,0,1000,50,10,5,21.391848000000124
original,38,0,1000,50,10,5,22.381643999999966
original,40,0,1000,50,10,5,17.280903999999936
original,42,0,1000,50,10,5,86.88332399999996
original,44,0,1000,50,10,5,8.227436000000097
original,46,0,1000,50,10,5,69.73975199999992
original,48,0,1000,50,10,5,97.28197599999987
original,50,0,1000,50,10,5,69.996252
original,52,0,1000,50,10,5,118.61082399999987
original,54,0,1000,50,10,5,94.74627200000035
original,56,0,1000,50,10,5,84.20140400000003
original,58,0,1000,50,10,5,16.23377999999991
original,60,0,1000,50,10,5,33.40612799999977
original,62,0,1000,50,10,5,6.269847999999968
original,64,0,1000,50,10,5,60.437847999999946
original,1,0,1000,50,10,5,17.2002040000001
original,2,0,1000,50,10,5,102.89660799999996
original,4,0,1000,50,10,5,42.81212000000002
original,6,0,1000,50,10,5,135.97996
original,8,0,1000,50,10,5,17.43508399999999
original,10,0,1000,50,10,5,34.386427999999995
original,12,0,1000,50,10,5,70.97780399999985
original,14,0,1000,50,10,5,51.09794000000022
original,16,0,1000,50,10,5,16.932383999999814
original,18,0,1000,50,10,5,5.875119999999839
original,20,0,1000,50,10,5,52.305644
original,22,0,1000,50,10,5,111.55701599999998
original,24,0,1000,50,10,5,26.93115200000011
original,26,0,1000,50,10,5,38.742455999999834
original,28,0,1000,50,10,5,34.759967999999816
original,30,0,1000,50,10,5,78.13331600000001
original,32,0,1000,50,10,5,7.185432000000077
original,34,0,1000,50,10,5,37.30247200000025
original,36,0,1000,50,10,5,74.97811999999973
original,38,0,1000,50,10,5,115.4980120000001
original,40,0,1000,50,10,5,36.23799199999988
original,42,0,1000,50,10,5,29.213779999999986
original,44,0,1000,50,10,5,29.52700000000013
original,46,0,1000,50,10,5,4.588615999999945
original,48,0,1000,50,10,5,3.316823999999997
original,50,0,1000,50,10,5,23.573620000000005
original,52,0,1000,50,10,5,29.972807999999816
original,54,0,1000,50,10,5,39.47004000000021
original,56,0,1000,50,10,5,44.250496
original,58,0,1000,50,10,5,56.7053719999997
original,60,0,1000,50,10,5,47.93325999999996
original,62,0,1000,50,10,5,142.73854799999995
original,64,0,1000,50,10,5,6.5282399999999825
original,1,0,1000,50,10,5,56.53634000000001
original,2,0,1000,50,10,5,29.618164000000064
original,4,0,1000,50,10,5,57.71936800000002
original,6,0,1000,50,10,5,110.28757200000032
original,8,0,1000,50,10,5,13.123043999999936
original,10,0,1000,50,10,5,12.241036000000037
original,12,0,1000,50,10,5,54.923123999999916
original,14,0,1000,50,10,5,107.68977199999998
original,16,0,1000,50,10,5,49.14486399999987
original,18,0,1000,50,10,5,19.4537720000001
original,20,0,1000,50,10,5,46.878675999999984
original,22,0,1000,50,10,5,70.67647199999985
original,24,0,1000,50,10,5,50.70602399999984
original,26,0,1000,50,10,5,26.22596800000005
original,28,0,1000,50,10,5,9.59973999999977
original,30,0,1000,50,10,5,14.582172000000185
original,32,0,1000,50,10,5,41.39552400000011
original,34,0,1000,50,10,5,30.909979999999905
original,36,0,1000,50,10,5,48.91733600000012
original,38,0,1000,50,10,5,133.54141200000004
original,40,0,1000,50,10,5,185.669272
original,42,0,1000,50,10,5,70.95694
original,44,0,1000,50,10,5,55.81000799999998
original,46,0,1000,50,10,5,33.62100799999976
original,48,0,1000,50,10,5,32.09178000000006
original,50,0,1000,50,10,5,14.839880000000136
original,52,0,1000,50,10,5,23.776691999999827
original,54,0,1000,50,10,5,8.000711999999965
original,56,0,1000,50,10,5,40.034628
original,58,0,1000,50,10,5,92.5353479999998
original,60,0,1000,50,10,5,87.51348800000017
original,62,0,1000,50,10,5,77.60739999999961
original,64,0,1000,50,10,5,67.36150799999976
original,1,0,1000,50,10,5,71.38261199999994
original,2,0,1000,50,10,5,77.72786000000013
original,4,0,1000,50,10,5,159.529332
original,6,0,1000,50,10,5,156.714716
original,8,0,1000,50,10,5,36.04900400000017
original,10,0,1000,50,10,5,122.50103599999991
original,12,0,1000,50,10,5,47.0325040000001
original,14,0,1000,50,10,5,24.88434799999999
original,16,0,1000,50,10,5,45.75378399999997
original,18,0,1000,50,10,5,126.90940000000006
original,20,0,1000,50,10,5,28.729656000000233
original,22,0,1000,50,10,5,7.8494560000000035
original,24,0,1000,50,10,5,13.649164000000127
original,26,0,1000,50,10,5,47.176316000000156
original,28,0,1000,50,10,5,41.479540000000014
original,30,0,1000,50,10,5,120.96763199999998
original,32,0,1000,50,10,5,76.99793199999996
original,34,0,1000,50,10,5,58.6633800000001
original,36,0,1000,50,10,5,92.55837999999991
original,38,0,1000,50,10,5,19.452831999999972
original,40,0,1000,50,10,5,10.988620000000054
original,42,0,1000,50,10,5,31.62730000000002
original,44,0,1000,50,10,5,88.18468799999985
original,46,0,1000,50,10,5,77.16676399999986
original,48,0,1000,50,10,5,56.716400000000164
original,50,0,1000,50,10,5,40.108943999999894
original,52,0,1000,50,10,5,36.572687999999886
original,54,0,1000,50,10,5,25.971540000000005
original,56,0,1000,50,10,5,29.29817599999984
original,58,0,1000,50,10,5,9.173667999999793
original,60,0,1000,50,10,5,28.67949600000003
original,62,0,1000,50,10,5,2.0871720000000096
original,64,0,1000,50,10,5,0.9589039999999329
original,1,0,1000,50,10,5,3.418719999999979
original,2,0,1000,50,10,5,7.485003999999805
original,4,0,1000,50,10,5,28.295295999999894
original,6,0,1000,50,10,5,139.160576
original,8,0,1000,50,10,5,113.20426
original,10,0,1000,50,10,5,81.05472000000006
original,12,0,1000,50,10,5,111.94508799999997
original,14,0,1000,50,10,5,21.01976000000002
original,16,0,1000,50,10,5,21.985051999999996
original,18,0,1000,50,10,5,6.123740000000026
original,20,0,1000,50,10,5,26.863792000000075
original,22,0,1000,50,10,5,76.06375999999989
original,24,0,1000,50,10,5,147.00626800000003
original,26,0,1000,50,10,5,74.30786800000013
original,28,0,1000,50,10,5,32.28022400000003
original,30,0,1000,50,10,5,23.136927999999955
original,32,0,1000,50,10,5,3.9641759999998385
original,34,0,1000,50,10,5,43.48662000000007
original,36,0,1000,50,10,5,66.239556
original,38,0,1000,50,10,5,132.21616399999996
original,40,0,1000,50,10,5,52.541151999999755
original,42,0,1000,50,10,5,38.505579999999725
original,44,0,1000,50,10,5,13.475352000000015
original,46,0,1000,50,10,5,33.39739199999997
original,48,0,1000,50,10,5,2.8624039999999127
original,50,0,1000,50,10,5,2.175167999999985
original,52,0,1000,50,10,5,32.97018400000002
original,54,0,1000,50,10,5,38.670323999999994
original,56,0,1000,50,10,5,14.457532000000185
original,58,0,1000,50,10,5,38.20312399999983
original,60,0,1000,50,10,5,44.421568000000036
original,62,0,1000,50,10,5,36.439036000000016
original,64,0,1000,50,10,5,124.78557599999993
original,1,0,1000,50,10,5,35.28191199999992
original,2,0,1000,50,10,5,37.81061200000005
original,4,0,1000,50,10,5,66.65749599999991
original,6,0,1000,50,10,5,23.28130800000011
original,8,0,1000,50,10,5,47.83446000000009
original,10,0,1000,50,10,5,54.450835999999725
original,12,0,1000,50,10,5,19.720891999999964
original,14,0,1000,50,10,5,22.726664000000056
original,16,0,1000,50,10,5,53.03311600000012
original,18,0,1000,50,10,5,126.249712
original,20,0,1000,50,10,5,73.41848399999998
original,22,0,1000,50,10,5,37.46829999999997
original,24,0,1000,50,10,5,11.128244000000137
original,26,0,1000,50,10,5,36.39632799999998
