version,n-workers,n-secondary-workers,n-reservations,n-relations,n-queries,password-work-factor,Energy Delta
original,56,0,1000,50,10,5,0.02788399999982971
original,58,0,1000,50,10,5,47.73364799999973
original,60,0,1000,50,10,5,19.928283999999934
original,62,0,1000,50,10,5,14.94589599999992
original,64,0,1000,50,10,5,14.856776000000167
original,1,0,1000,50,10,5,35.54950400000001
original,2,0,1000,50,10,5,10.931448000000074
original,4,0,1000,50,10,5,96.04112400000014
original,6,0,1000,50,10,5,0.9833640000001367
original,8,0,1000,50,10,5,79.71739599999984
original,10,0,1000,50,10,5,28.23136000000008
original,12,0,1000,50,10,5,10.701267999999857
original,14,0,1000,50,10,5,11.787052000000216
original,16,0,1000,50,10,5,7.225911999999852
original,18,0,1000,50,10,5,19.812795999999906
original,20,0,1000,50,10,5,110.25047200000006
original,22,0,1000,50,10,5,46.44272800000013
original,24,0,1000,50,10,5,27.59559599999966
original,26,0,1000,50,10,5,41.749615999999946
original,28,0,1000,50,10,5,34.27791999999977
original,30,0,1000,50,10,5,38.51149599999991
original,32,0,1000,50,10,5,27.376215999999488
original,34,0,1000,50,10,5,13.047036000000134
original,36,0,1000,50,10,5,15.628504000000277
original,38,0,1000,50,10,5,89.22402399999984
original,40,0,1000,50,10,5,86.5877400000002
original,42,0,1000,50,10,5,39.83264800000023
original,44,0,1000,50,10,5,72.05293999999967
original,46,0,1000,50,10,5,21.679764000000205
original,48,0,1000,50,10,5,14.299243999999845
original,50,0,1000,50,10,5,23.14897999999974
original,52,0,1000,50,10,5,107.53358000000006
original,54,0,1000,50,10,5,14.211775999999844
original,56,0,1000,50,10,5,34.10889599999996
original,58,0,1000,50,10,5,27.853916000000055
original,60,0,1000,50,10,5,51.02214799999999
original,62,0,1000,50,10,5,14.738380000000461
original,64,0,1000,50,10,5,38.46779600000005
original,1,0,1000,50,10,5,21.36328000000003
original,2,0,1000,50,10,5,29.0410559999998
original,4,0,1000,50,10,5,50.40960800000005
original,6,0,1000,50,10,5,25.489627999999755
original,8,0,1000,50,10,5,0.3180519999995681
original,10,0,1000,50,10,5,0.05046799999973928
original,12,0,1000,50,10,5,0.03854799999996317
original,14,0,1000,50,10,5,104.54356800000002
original,16,0,1000,50,10,5,46.63006800000005
original,18,0,1000,50,10,5,26.41732800000017
original,20,0,1000,50,10,5,37.23339200000012
original,22,0,1000,50,10,5,37.478015999999826
original,24,0,1000,50,10,5,0.2445920000000683
original,26,0,1000,50,10,5,13.115875999999787
original,28,0,1000,50,10,5,18.52689600000042
original,30,0,1000,50,10,5,7.583103999999622
original,32,0,1000,50,10,5,5.592443999999915
original,34,0,1000,50,10,5,61.73412399999967
original,36,0,1000,50,10,5,134.81758000000002
original,38,0,1000,50,10,5,85.10662400000007
original,40,0,1000,50,10,5,93.72233200000005
original,42,0,1000,50,10,5,21.074499999999972
original,44,0,1000,50,10,5,31.44392000000002
original,46,0,1000,50,10,5,41.64594799999986
original,48,0,1000,50,10,5,29.135991999999987
original,50,0,1000,50,10,5,15.024820000000034
original,52,0,1000,50,10,5,38.3355719999997
original,54,0,1000,50,10,5,31.59837200000007
original,56,0,1000,50,10,5,7.466867999999977
original,58,0,1000,50,10,5,28.355720000000048
original,60,0,1000,50,10,5,48.22421599999953
original,62,0,1000,50,10,5,18.768291999999775
original,64,0,1000,50,10,5,8.42934400000027
original,1,0,1000,50,10,5,29.864079999999802
original,2,0,1000,50,10,5,8.296152000000092
original,4,0,1000,50,10,5,1.7631879999999
original,6,0,1000,50,10,5,6.6289960000002
original,8,0,1000,50,10,5,6.03529199999997
original,10,0,1000,50,10,5,83.05687999999992
original,12,0,1000,50,10,5,1.919335999999788
original,14,0,1000,50,10,5,60.37762399999994
original,16,0,1000,50,10,5,69.29613600000019
original,18,0,1000,50,10,5,12.671664000000021
original,20,0,1000,50,10,5,9.324832000000043
original,22,0,1000,50,10,5,17.527715999999657
original,24,0,1000,50,10,5,4.599943999999766
original,26,0,1000,50,10,5,8.354731999999615
original,28,0,1000,50,10,5,10.373564000000243
original,30,0,1000,50,10,5,112.76134400000012
original,32,0,1000,50,10,5,24.738203999999882
original,34,0,1000,50,10,5,47.5785759999996
original,36,0,1000,50,10,5,21.85125200000016
original,38,0,1000,50,10,5,15.774736000000019
original,40,0,1000,50,10,5,49.05317199999996
original,42,0,1000,50,10,5,26.125427999999857
original,44,0,1000,50,10,5,89.06616400000019
original,46,0,1000,50,10,5,17.138852000000043
original,48,0,1000,50,10,5,22.0841240000002
original,50,0,1000,50,10,5,37.21743200000023
original,52,0,1000,50,10,5,30.673195999999763
original,54,0,1000,50,10,5,49.01625200000021
original,56,0,1000,50,10,5,37.17978800000017
original,58,0,1000,50,10,5,92.19110400000014
original,60,0,1000,50,10,5,129.94777999999957
original,62,0,1000,50,10,5,42.43504400000009
original,64,0,1000,50,10,5,17.108459999999923
original,1,0,1000,50,10,5,39.363087999999635
original,2,0,1000,50,10,5,10.753895999999884
original,4,0,1000,50,10,5,1.1079839999999308
original,6,0,1000,50,10,5,99.13820000000001
original,8,0,1000,50,10,5,48.43399199999996
original,10,0,1000,50,10,5,31.77059599999984
original,12,0,1000,50,10,5,30.49404000000007
original,14,0,1000,50,10,5,10.931999999999789
original,16,0,1000,50,10,5,19.265559999999766
original,18,0,1000,50,10,5,17.1504759999998
original,20,0,1000,50,10,5,8.344339999999903
original,22,0,1000,50,10,5,102.05994000000001
original,24,0,1000,50,10,5,44.02961199999973
original,26,0,1000,50,10,5,44.225016000000124
original,28,0,1000,50,10,5,38.40319200000019
original,30,0,1000,50,10,5,40.96530399999986
original,32,0,1000,50,10,5,32.64069600000016
original,34,0,1000,50,10,5,75.21221199999997
original,36,0,1000,50,10,5,138.17007599999977
original,38,0,1000,50,10,5,19.4171079999997
original,40,0,1000,50,10,5,27.115336000000156
original,42,0,1000,50,10,5,5.874920000000003
original,44,0,1000,50,10,5,21.42800799999975
original,46,0,1000,50,10,5,14.749292000000054
original,48,0,1000,50,10,5,15.906703999999678
original,50,0,1000,50,10,5,38.06127600000005
original,52,0,1000,50,10,5,1.637723999999821
original,54,0,1000,50,10,5,23.883143999999987
original,56,0,1000,50,10,5,36.38636799999989
original,58,0,1000,50,10,5,23.369099999999833
original,60,0,1000,50,10,5,26.941648000000043
original,62,0,1000,50,10,5,96.73835200000002
original,64,0,1000,50,10,5,33.36452000000017
original,1,0,1000,50,10,5,121.48818400000025
original,2,0,1000,50,10,5,191.32412000000045
original,4,0,1000,50,10,5,242.37572799999998
original,6,0,1000,50,10,5,19.28137200000009
original,8,0,1000,50,10,5,61.540291999999624
original,10,0,1000,50,10,5,19.467983999999888
original,12,0,1000,50,10,5,4.36683600000012
original,14,0,1000,50,10,5,8.109611999999714
original,16,0,1000,50,10,5,17.813320000000033
original,18,0,1000,50,10,5,7.670504000000022
original,20,0,1000,50,10,5,79.88601199999997
original,22,0,1000,50,10,5,42.29584000000003
original,24,0,1000,50,10,5,31.151263999999657
original,26,0,1000,50,10,5,37.351331999999815
original,28,0,1000,50,10,5,42.63805999999957
original,30,0,1000,50,10,5,8.476008000000348
original,32,0,1000,50,10,5,3.2591199999998537
original,34,0,1000,50,10,5,89.99136399999986
original,36,0,1000,50,10,5,116.17260000000005
original,38,0,1000,50,10,5,15.245256000000182
original,40,0,1000,50,10,5,28.260468000000373
original,42,0,1000,50,10,5,2.7860960000002706
original,44,0,1000,50,10,5,14.727808000000039
original,46,0,1000,50,10,5,51.56149199999999
original,48,0,1000,50,10,5,113.7659360000001
original,50,0,1000,50,10,5,102.73877199999981
original,52,0,1000,50,10,5,19.580735999999973
original,54,0,1000,50,10,5,37.39074399999967
original,56,0,1000,50,10,5,29.1561760000001
original,58,0,1000,50,10,5,22.736468000000002
original,60,0,1000,50,10,5,36.92159999999993
original,62,0,1000,50,10,5,11.729632000000151
original,64,0,1000,50,10,5,15.260608000000161
original,1,0,1000,50,10,5,45.70199200000019
original,2,0,1000,50,10,5,13.15318000000019
original,4,0,1000,50,10,5,38.80770399999983
original,6,0,1000,50,10,5,28.69915200000048
original,8,0,1000,50,10,5,1.2161119999997823
original,10,0,1000,50,10,5,20.554775999999976
original,12,0,1000,50,10,5,199.39344399999982
original,14,0,1000,50,10,5,269.6886
original,16,0,1000,50,10,5,48.17343200000033
original,18,0,1000,50,10,5,6.195160000000101
original,20,0,1000,50,10,5,64.9075920000002
original,22,0,1000,50,10,5,25.829699999999832
original,24,0,1000,50,10,5,66.74504799999951
original,26,0,1000,50,10,5,14.512615999999468
original,28,0,1000,50,10,5,44.085235999999725
original,30,0,1000,50,10,5,10.977383999999944
original,32,0,1000,50,10,5,15.222547999999819
original,34,0,1000,50,10,5,25.966931999999815
original,36,0,1000,50,10,5,33.00639199999989
original,38,0,1000,50,10,5,33.84099199999994
original,40,0,1000,50,10,5,4.39364000000009
original,42,0,1000,50,10,5,97.99912000000006
original,44,0,1000,50,10,5,28.434723999999733
original,46,0,1000,50,10,5,35.130787999999825
original,48,0,1000,50,10,5,27.193887999999845
original,50,0,1000,50,10,5,27.04627600000012
original,52,0,1000,50,10,5,20.327988000000317
original,54,0,1000,50,10,5,90.77898399999975
original,56,0,1000,50,10,5,41.16020400000011
original,58,0,1000,50,10,5,20.838884000000036
original,60,0,1000,50,10,5,4.21401599999993
original,62,0,1000,50,10,5,65.31613200000004
original,64,0,1000,50,10,5,12.744236000000114
original,1,0,1000,50,10,5,67.3185639999997
original,2,0,1000,50,10,5,78.29195199999961
original,4,0,1000,50,10,5,25.295927999999748
original,6,0,1000,50,10,5,4.09710000000004
original,8,0,1000,50,10,5,2.194407999999754
original,10,0,1000,50,10,5,19.918707999999953
original,12,0,1000,50,10,5,77.77864400000001
original,14,0,1000,50,10,5,4.7974039999998865
original,16,0,1000,50,10,5,76.21579200000002
original,18,0,1000,50,10,5,57.55253999999988
original,20,0,1000,50,10,5,104.52905199999967
original,22,0,1000,50,10,5,14.312016000000256
original,24,0,1000,50,10,5,5.959392000000008
original,26,0,1000,50,10,5,19.23622000000009
original,28,0,1000,50,10,5,0.4910559999998725
original,30,0,1000,50,10,5,7.346608000000032
original,32,0,1000,50,10,5,102.82660800000019
original,34,0,1000,50,10,5,31.558211999999997
original,36,0,1000,50,10,5,48.56002399999966
original,38,0,1000,50,10,5,33.1977679999998
original,40,0,1000,50,10,5,25.25950800000004
original,42,0,1000,50,10,5,19.171900000000022
original,44,0,1000,50,10,5,5.8627280000002315
original,46,0,1000,50,10,5,79.09138799999974
original,48,0,1000,50,10,5,27.32908400000025
original,50,0,1000,50,10,5,69.37562400000007
original,52,0,1000,50,10,5,122.12228799999943
original,54,0,1000,50,10,5,23.709571999999667
original,56,0,1000,50,10,5,27.92791199999982
original,58,0,1000,50,10,5,11.607628000000403
original,60,0,1000,50,10,5,23.56297599999965
original,62,0,1000,50,10,5,16.07198800000012
original,64,0,1000,50,10,5,21.39851599999986
original,1,0,1000,50,10,5,33.71761200000006
original,2,0,1000,50,10,5,17.388676000000203
original,4,0,1000,50,10,5,6.292091999999627
original,6,0,1000,50,10,5,7.905372000000057
original,8,0,1000,50,10,5,73.64765200000002
original,10,0,1000,50,10,5,14.89214000000024
original,12,0,1000,50,10,5,60.80688800000033
original,14,0,1000,50,10,5,18.067072000000223
original,16,0,1000,50,10,5,34.64659200000011
original,18,0,1000,50,10,5,4.776280000000099
original,20,0,1000,50,10,5,12.932639999999765
original,22,0,1000,50,10,5,7.710127999999912
original,24,0,1000,50,10,5,70.91262000000023
original,26,0,1000,50,10,5,32.66278000000011
original,28,0,1000,50,10,5,0.7337599999994779
original,30,0,1000,50,10,5,52.625623999999846
original,32,0,1000,50,10,5,47.436724000000254
original,34,0,1000,50,10,5,2.592203999999782
original,36,0,1000,50,10,5,56.74329200000008
original,38,0,1000,50,10,5,9.759991999999642
original,40,0,1000,50,10,5,29.866964000000195
original,42,0,1000,50,10,5,21.147819999999854
original,44,0,1000,50,10,5,83.36028800000008
original,46,0,1000,50,10,5,177.56532800000036
original,48,0,1000,50,10,5,128.11759200000003
original,50,0,1000,50,10,5,191.67716799999988
original,52,0,1000,50,10,5,56.964955999999916
original,54,0,1000,50,10,5,42.43260799999982
original,56,0,1000,50,10,5,74.70086000000009
original,58,0,1000,50,10,5,134.87814400000047
original,60,0,1000,50,10,5,25.151039999999995
original,62,0,1000,50,10,5,19.246067999999752
original,64,0,1000,50,10,5,23.967764000000102
original,1,0,1000,50,10,5,97.91540799999981
original,2,0,1000,50,10,5,107.45881999999969
original,4,0,1000,50,10,5,89.93848000000017
original,6,0,1000,50,10,5,39.91546400000004
original,8,0,1000,50,10,5,44.390047999999666
original,10,0,1000,50,10,5,2.0347959999998864
original,12,0,1000,50,10,5,14.086927999999915
original,14,0,1000,50,10,5,13.848911999999814
original,16,0,1000,50,10,5,15.931240000000145
original,18,0,1000,50,10,5,119.56984800000012
original,20,0,1000,50,10,5,29.154196000000013
original,22,0,1000,50,10,5,40.97940800000026
original,24,0,1000,50,10,5,27.84297600000008
original,26,0,1000,50,10,5,50.95082400000018
original,28,0,1000,50,10,5,61.550071999999915
original,30,0,1000,50,10,5,114.59954400000004
original,32,0,1000,50,10,5,21.12726400000014
original,34,0,1000,50,10,5,88.12521200000012
original,36,0,1000,50,10,5,109.41500800000017
original,38,0,1000,50,10,5,86.96834399999938
original,40,0,1000,50,10,5,57.99246000000008
original,42,0,1000,50,10,5,43.5154600000003
original,44,0,1000,50,10,5,1.8989720000001853
original,46,0,1000,50,10,5,28.286671999999953
original,48,0,1000,50,10,5,10.527363999999693
original,50,0,1000,50,10,5,2.6321120000000633
original,52,0,1000,50,10,5,66.80146799999997
original,54,0,1000,50,10,5,30.947900000000374
original,56,0,1000,50,10,5,35.27016800000004
original,58,0,1000,50,10,5,29.69664000000006
original,60,0,1000,50,10,5,23.84740000000002
original,62,0,1000,50,10,5,19.61457199999998
original,64,0,1000,50,10,5,28.36373200000014
original,1,0,1000,50,10,5,11.914551999999986
original,2,0,1000,50,10,5,30.658372000000043
original,4,0,1000,50,10,5,86.63385199999982
original,6,0,1000,50,10,5,4.4446639999997615
original,8,0,1000,50,10,5,24.635339999999786
original,10,0,1000,50,10,5,96.52332799999985
original,12,0,1000,50,10,5,108.00799600000002
original,14,0,1000,50,10,5,91.75702399999989
original,16,0,1000,50,10,5,46.1922999999999
original,18,0,1000,50,10,5,32.41878000000003
original,20,0,1000,50,10,5,99.870068
original,22,0,1000,50,10,5,59.38515600000011
original,24,0,1000,50,10,5,106.3892799999999
original,26,0,1000,50,10,5,10.54407599999962
original,28,0,1000,50,10,5,6.611044000000106
original,30,0,1000,50,10,5,12.82758000000024
original,32,0,1000,50,10,5,16.210579999999652
original,34,0,1000,50,10,5,27.978467999999936
original,36,0,1000,50,10,5,14.353083999999825
original,38,0,1000,50,10,5,79.33176399999999
original,40,0,1000,50,10,5,14.50978799999993
original,42,0,1000,50,10,5,40.91397599999982
original,44,0,1000,50,10,5,30.542244000000096
original,46,0,1000,50,10,5,11.276791999999745
original,48,0,1000,50,10,5,26.277799999999957
original,50,0,1000,50,10,5,81.1439039999998
original,52,0,1000,50,10,5,53.14873999999992
original,54,0,1000,50,10,5,112.83908399999967
original,56,0,1000,50,10,5,76.66083199999977
original,58,0,1000,50,10,5,111.02562000000015
original,60,0,1000,50,10,5,40.523936000000305
original,62,0,1000,50,10,5,37.58734399999989
original,64,0,1000,50,10,5,64.0409160000001
original,1,0,1000,50,10,5,110.72588799999997
original,2,0,1000,50,10,5,89.88263999999998
original,4,0,1000,50,10,5,94.9919839999998
original,6,0,1000,50,10,5,4.86716799999968
original,8,0,1000,50,10,5,94.98242799999986
original,10,0,1000,50,10,5,13.803976000000176
original,12,0,1000,50,10,5,91.09358799999984
original,14,0,1000,50,10,5,15.481671999999946
original,16,0,1000,50,10,5,3.5558200000002955
original,18,0,1000,50,10,5,27.726035999999766
original,20,0,1000,50,10,5,40.92548000000019
original,22,0,1000,50,10,5,2.7248040000000344
original,24,0,1000,50,10,5,109.01652799999982
original,26,0,1000,50,10,5,35.969427999999965
original,28,0,1000,50,10,5,51.79199999999986
original,30,0,1000,50,10,5,16.655192
original,32,0,1000,50,10,5,57.432511999999946
original,34,0,1000,50,10,5,28.495591999999704
original,36,0,1000,50,10,5,48.33033599999999
original,38,0,1000,50,10,5,17.57313199999976
original,40,0,1000,50,10,5,12.969120000000373
original,42,0,1000,50,10,5,32.28871999999987
original,44,0,1000,50,10,5,108.42589200000006
original,46,0,1000,50,10,5,129.47146400000017
original,48,0,1000,50,10,5,28.129248000000302
original,50,0,1000,50,10,5,3.524799999999857
original,52,0,1000,50,10,5,81.73988799999998
original,54,0,1000,50,10,5,126.30001999999973
original,56,0,1000,50,10,5,14.513188000000014
original,58,0,1000,50,10,5,7.845395999999965
original,60,0,1000,50,10,5,30.709480000000383
original,62,0,1000,50,10,5,40.33418800000021
original,64,0,1000,50,10,5,61.448331999999965
original,1,0,1000,50,10,5,78.40734400000002
original,2,0,1000,50,10,5,34.15768399999976
original,4,0,1000,50,10,5,87.50819999999982
original,6,0,1000,50,10,5,23.824723999999748
original,8,0,1000,50,10,5,67.865024
original,10,0,1000,50,10,5,101.38468800000012
original,12,0,1000,50,10,5,5.183539999999908
original,14,0,1000,50,10,5,24.510928000000234
original,16,0,1000,50,10,5,12.051411999999942
original,18,0,1000,50,10,5,91.21187200000014
original,20,0,1000,50,10,5,55.89624399999991
original,22,0,1000,50,10,5,23.571959999999848
original,24,0,1000,50,10,5,38.675484000000154
original,26,0,1000,50,10,5,39.90367599999996
original,28,0,1000,50,10,5,1.4165840000002277
original,30,0,1000,50,10,5,33.0984719999999
original,32,0,1000,50,10,5,78.128048
original,34,0,1000,50,10,5,115.98376000000036
original,36,0,1000,50,10,5,11.570687999999791
original,38,0,1000,50,10,5,40.58661599999985
original,40,0,1000,50,10,5,76.92843999999994
original,42,0,1000,50,10,5,119.31208400000014
original,44,0,1000,50,10,5,70.00701599999991
original,46,0,1000,50,10,5,169.73975199999992
original,48,0,1000,50,10,5,57.684955999999886
original,50,0,1000,50,10,5,35.69353599999991
original,52,0,1000,50,10,5,41.22784399999989
original,54,0,1000,50,10,5,34.13096000000033
original,56,0,1000,50,10,5,34.31227599999994
original,58,0,1000,50,10,5,19.686188000000044
original,60,0,1000,50,10,5,35.61797999999962
original,62,0,1000,50,10,5,34.39457199999998
original,64,0,1000,50,10,5,76.46659999999977
original,1,0,1000,50,10,5,38.50743999999986
original,2,0,1000,50,10,5,2.896607999999958
original,4,0,1000,50,10,5,102.46195200000017
original,6,0,1000,50,10,5,61.56205599999987
original,8,0,1000,50,10,5,71.10808
original,10,0,1000,50,10,5,0.0007679999999936626
original,12,0,1000,50,10,5,104.31037199999977
original,14,0,1000,50,10,5,31.23596000000009
original,16,0,1000,50,10,5,38.215115999999625
original,18,0,1000,50,10,5,48.940576000000135
original,20,0,1000,50,10,5,88.31620000000012
original,22,0,1000,50,10,5,95.61120799999998
original,24,0,1000,50,10,5,73.06884799999989
original,26,0,1000,50,10,5,123.45958399999967
original,28,0,1000,50,10,5,89.28872799999982
original,30,0,1000,50,10,5,116.843132
original,32,0,1000,50,10,5,11.62093200000001
original,34,0,1000,50,10,5,97.35562000000024
original,36,0,1000,50,10,5,34.401463999999834
original,38,0,1000,50,10,5,37.94899200000012
original,40,0,1000,50,10,5,30.392159999999905
original,42,0,1000,50,10,5,32.82036800000017
original,44,0,1000,50,10,5,19.287535999999704
original,46,0,1000,50,10,5,30.74818000000016
original,48,0,1000,50,10,5,27.038807999999847
original,50,0,1000,50,10,5,23.903107999999975
original,52,0,1000,50,10,5,36.84046400000011
original,54,0,1000,50,10,5,16.560119999999472
original,56,0,1000,50,10,5,84.95286800000008
original,58,0,1000,50,10,5,111.68236399999958
original,60,0,1000,50,10,5,8.013879999999745
original,62,0,1000,50,10,5,100.34264399999998
original,64,0,1000,50,10,5,19.04069599999997
original,1,0,1000,50,10,5,5.584631999999971
original,2,0,1000,50,10,5,15.998915999999724
original,4,0,1000,50,10,5,118.590856
original,6,0,1000,50,10,5,43.67584400000035
original,8,0,1000,50,10,5,4.338396000000159
original,10,0,1000,50,10,5,49.21388799999974
original,12,0,1000,50,10,5,6.88522800000041
original,14,0,1000,50,10,5,1.2691959999999938
original,16,0,1000,50,10,5,4.159868000000074
original,18,0,1000,50,10,5,14.077967999999686
original,20,0,1000,50,10,5,104.38192399999997
original,22,0,1000,50,10,5,29.532907999999765
original,24,0,1000,50,10,5,42.03751199999988
original,26,0,1000,50,10,5,20.935183999999936
original,28,0,1000,50,10,5,32.680447999999785
original,30,0,1000,50,10,5,33.342863999999764
original,32,0,1000,50,10,5,13.67634799999965
original,34,0,1000,50,10,5,24.190355999999838
original,36,0,1000,50,10,5,12.53995999999961
original,38,0,1000,50,10,5,95.8155320000005
original,40,0,1000,50,10,5,74.56838800000014
original,42,0,1000,50,10,5,20.306907999999993
original,44,0,1000,50,10,5,27.493408000000045
original,46,0,1000,50,10,5,32.65381999999994
original,48,0,1000,50,10,5,10.610112000000242
original,50,0,1000,50,10,5,38.66884400000018
original,52,0,1000,50,10,5,5.217412000000365
original,54,0,1000,50,10,5,27.530536000000097
original,56,0,1000,50,10,5,99.027492
original,58,0,1000,50,10,5,27.130967999999797
original,60,0,1000,50,10,5,39.84455200000019
original,62,0,1000,50,10,5,30.270543999999603
original,64,0,1000,50,10,5,25.828935999999686
original,1,0,1000,50,10,5,2.409160000000071
original,2,0,1000,50,10,5,28.32499200000015
original,4,0,1000,50,10,5,32.4282879999997
original,6,0,1000,50,10,5,42.344672000000344
original,8,0,1000,50,10,5,26.368951999999638
original,10,0,1000,50,10,5,2.974808000000195
original,12,0,1000,50,10,5,16.552475999999757
original,14,0,1000,50,10,5,4.835587999999859
original,16,0,1000,50,10,5,105.20207199999996
original,18,0,1000,50,10,5,61.04485200000005
original,20,0,1000,50,10,5,25.379168000000362
original,22,0,1000,50,10,5,41.45709999999977
original,24,0,1000,50,10,5,40.97439999999966
original,26,0,1000,50,10,5,9.657951999999966
original,28,0,1000,50,10,5,15.274079999999884
original,30,0,1000,50,10,5,10.024843999999746
original,32,0,1000,50,10,5,27.183828000000148
original,34,0,1000,50,10,5,62.11526400000014
original,36,0,1000,50,10,5,35.65769599999973
original,38,0,1000,50,10,5,18.801559999999995
original,40,0,1000,50,10,5,14.518643999999995
original,42,0,1000,50,10,5,96.39123999999998
original,44,0,1000,50,10,5,29.597435999999874
original,46,0,1000,50,10,5,37.370495999999974
original,48,0,1000,50,10,5,38.96075600000003
original,50,0,1000,50,10,5,27.377195999999913
original,52,0,1000,50,10,5,34.19709199999991
original,54,0,1000,50,10,5,29.888859999999966
original,56,0,1000,50,10,5,26.360415999999702
original,58,0,1000,50,10,5,14.33154399999961
original,60,0,1000,50,10,5,55.069143999999824
original,62,0,1000,50,10,5,30.87766000000022
original,64,0,1000,50,10,5,27.289251999999692
original,1,0,1000,50,10,5,11.591484000000179
original,2,0,1000,50,10,5,41.29189599999981
original,4,0,1000,50,10,5,25.080596000000156
original,6,0,1000,50,10,5,6.7849880000003395
original,8,0,1000,50,10,5,29.993352000000016
original,10,0,1000,50,10,5,42.07686799999988
original,12,0,1000,50,10,5,164.43392799999987
original,14,0,1000,50,10,5,9.516708000000023
original,16,0,1000,50,10,5,27.119207999999958
original,18,0,1000,50,10,5,62.30333599999972
original,20,0,1000,50,10,5,31.80403199999992
original,22,0,1000,50,10,5,10.18031199999993
original,24,0,1000,50,10,5,14.241908000000336
original,26,0,1000,50,10,5,10.710503999999816
original,28,0,1000,50,10,5,18.244523999999785
original,30,0,1000,50,10,5,12.966060000000226
original,32,0,1000,50,10,5,27.265479999999684
original,34,0,1000,50,10,5,90.14508400000008
original,36,0,1000,50,10,5,19.33203199999997
original,38,0,1000,50,10,5,32.216163999999964
original,40,0,1000,50,10,5,43.36265999999975
original,42,0,1000,50,10,5,44.394031999999555
original,44,0,1000,50,10,5,10.371551999999838
original,46,0,1000,50,10,5,58.33774800000003
original,48,0,1000,50,10,5,25.15206400000031
original,50,0,1000,50,10,5,52.19942400000008
original,52,0,1000,50,10,5,25.02162000000004
original,54,0,1000,50,10,5,19.05581600000008
original,56,0,1000,50,10,5,43.31841999999989
original,58,0,1000,50,10,5,27.57121200000026
original,60,0,1000,50,10,5,15.415651999999739
original,62,0,1000,50,10,5,29.70058799999967
original,64,0,1000,50,10,5,28.676856000000072
original,1,0,1000,50,10,5,1.0077359999999658
original,2,0,1000,50,10,5,14.981767999999676
original,4,0,1000,50,10,5,6.7119839999998305
original,6,0,1000,50,10,5,12.862003999999843
original,8,0,1000,50,10,5,88.34232800000007
original,10,0,1000,50,10,5,47.10352799999967
original,12,0,1000,50,10,5,52.60507599999994
original,14,0,1000,50,10,5,34.26890000000006
original,16,0,1000,50,10,5,11.272951999999748
original,18,0,1000,50,10,5,7.197783999999672
